age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
48,technician,divorced,secondary,no,1290,no,no,unknown,16,jun,58,1,-1,0,unknown,no
38,student,divorced,tertiary,no,2946,no,no,cellular,16,jun,605,3,-1,0,unknown,yes
66,housemaid,married,primary,no,1230,no,no,cellular,16,jun,288,6,181,3,success,yes
30,management,single,tertiary,no,572,no,no,cellular,17,jun,339,3,183,2,success,yes
38,blue-collar,married,primary,no,1630,yes,no,cellular,17,jun,101,3,94,19,other,no
39,technician,single,secondary,no,1435,no,no,cellular,17,jun,383,1,296,19,other,yes
24,technician,single,secondary,no,403,no,no,unknown,17,jun,247,1,-1,0,unknown,yes
30,services,divorced,secondary,no,436,yes,no,cellular,17,jun,1720,1,-1,0,unknown,yes
24,unemployed,married,secondary,no,6,no,no,unknown,17,jun,21,1,-1,0,unknown,no
75,retired,married,primary,no,962,no,no,cellular,17,jun,344,1,-1,0,unknown,no
63,retired,married,secondary,no,23047,no,no,cellular,17,jun,530,1,139,2,other,no
49,technician,married,tertiary,no,1071,no,no,cellular,17,jun,169,1,-1,0,unknown,yes
34,management,married,tertiary,no,3301,yes,no,cellular,17,jun,485,2,227,4,failure,yes
36,admin.,married,secondary,no,1031,no,no,cellular,17,jun,282,4,-1,0,unknown,yes
46,blue-collar,married,secondary,no,1723,no,no,cellular,17,jun,176,2,52,7,failure,yes
32,technician,single,tertiary,no,705,no,no,cellular,17,jun,544,1,-1,0,unknown,yes
52,blue-collar,married,secondary,no,955,no,yes,cellular,17,jun,301,2,134,4,success,yes
53,entrepreneur,married,tertiary,no,1961,no,no,cellular,18,jun,91,2,185,1,success,no
71,retired,married,secondary,no,29941,no,no,telephone,18,jun,80,1,71,3,other,no
25,blue-collar,single,secondary,no,303,no,no,cellular,18,jun,252,1,92,1,success,yes
60,management,married,primary,no,8334,no,no,cellular,18,jun,143,1,49,7,other,no
29,management,single,tertiary,no,1431,no,no,cellular,18,jun,201,4,-1,0,unknown,no
50,admin.,married,secondary,no,100,yes,no,unknown,18,jun,23,1,-1,0,unknown,no
20,student,single,secondary,no,153,no,no,unknown,21,jun,100,1,-1,0,unknown,yes
46,services,married,secondary,no,0,yes,no,cellular,22,jun,154,1,124,1,other,no
61,retired,married,secondary,no,2011,no,no,cellular,22,jun,292,1,578,2,failure,no
57,management,divorced,tertiary,no,3287,no,no,cellular,22,jun,867,1,84,3,success,yes
32,admin.,single,secondary,no,131,yes,no,cellular,22,jun,522,1,183,2,success,yes
52,management,married,unknown,no,1708,no,no,telephone,23,jun,193,1,145,3,failure,no
32,management,married,tertiary,no,913,yes,no,cellular,23,jun,883,1,674,4,failure,no
64,retired,divorced,primary,no,109,no,no,cellular,23,jun,706,1,225,2,success,yes
33,management,single,tertiary,no,224,no,no,cellular,23,jun,342,2,107,2,success,yes
30,blue-collar,single,secondary,no,315,no,no,cellular,23,jun,1407,1,-1,0,unknown,yes
36,management,single,tertiary,no,538,no,no,cellular,23,jun,339,1,183,5,success,yes
32,technician,married,tertiary,no,903,yes,no,cellular,23,jun,181,1,320,1,other,no
59,management,married,tertiary,no,5397,no,no,cellular,23,jun,671,3,-1,0,unknown,yes
34,student,single,unknown,no,5969,no,no,cellular,23,jun,442,2,292,10,failure,no
25,student,single,secondary,no,1957,no,no,cellular,24,jun,1207,4,385,1,failure,yes
43,services,married,secondary,no,774,no,no,cellular,24,jun,482,1,91,2,success,yes
75,retired,married,secondary,no,468,no,no,telephone,24,jun,316,1,-1,0,unknown,no
37,self-employed,single,tertiary,no,1188,no,no,cellular,24,jun,310,1,-1,0,unknown,yes
24,student,single,unknown,no,1082,no,no,cellular,24,jun,185,1,-1,0,unknown,no
35,management,married,tertiary,no,1870,yes,no,cellular,24,jun,134,1,386,1,failure,no
30,technician,single,secondary,no,254,yes,yes,cellular,24,jun,167,3,416,2,unknown,no
27,management,single,tertiary,no,6791,no,no,cellular,24,jun,136,5,94,30,failure,no
31,technician,married,tertiary,no,3338,yes,no,cellular,24,jun,122,2,185,2,success,no
21,student,single,unknown,no,762,no,no,cellular,24,jun,288,1,-1,0,unknown,no
40,technician,married,secondary,no,697,no,no,cellular,24,jun,220,2,219,2,other,no
53,blue-collar,married,unknown,no,960,no,yes,unknown,24,jun,180,1,687,2,other,no
37,admin.,divorced,secondary,no,450,yes,yes,unknown,24,jun,15,1,-1,0,unknown,no
37,admin.,single,secondary,no,16,no,no,unknown,24,jun,11,1,-1,0,unknown,no
26,student,single,secondary,no,696,no,no,unknown,24,jun,22,1,-1,0,unknown,no
46,blue-collar,married,primary,no,67,no,no,unknown,24,jun,9,1,-1,0,unknown,no
49,management,married,tertiary,no,1167,yes,yes,cellular,25,jun,213,6,150,8,failure,yes
42,technician,divorced,tertiary,no,2611,yes,no,cellular,25,jun,300,1,389,3,failure,yes
27,blue-collar,single,secondary,no,3145,no,no,cellular,25,jun,374,1,179,2,success,yes
57,unemployed,married,secondary,no,1350,no,no,cellular,25,jun,131,1,388,1,failure,no
30,technician,single,secondary,no,938,no,no,cellular,25,jun,171,1,141,3,other,no
45,technician,married,tertiary,no,1818,yes,yes,cellular,25,jun,427,1,142,5,success,no
57,technician,married,secondary,no,363,no,no,cellular,25,jun,195,6,-1,0,unknown,no
33,management,single,tertiary,no,794,no,no,unknown,25,jun,12,1,-1,0,unknown,no
29,technician,single,secondary,no,825,no,no,cellular,25,jun,472,2,-1,0,unknown,yes
27,student,single,secondary,no,833,no,no,telephone,25,jun,359,5,-1,0,unknown,no
37,technician,married,tertiary,no,122,no,no,cellular,25,jun,266,2,318,3,other,yes
30,blue-collar,single,primary,no,185,no,no,unknown,26,jun,11,1,-1,0,unknown,no
35,management,married,tertiary,no,358,no,no,unknown,27,jun,18,1,-1,0,unknown,no
34,services,married,unknown,no,746,no,no,unknown,27,jun,32,1,-1,0,unknown,no
72,retired,married,primary,no,0,no,no,cellular,28,jun,348,6,94,6,failure,no
31,services,single,secondary,no,334,no,no,unknown,28,jun,54,1,-1,0,unknown,no
47,management,single,tertiary,no,334,yes,no,cellular,28,jun,614,3,94,9,success,yes
38,management,single,tertiary,no,623,no,no,cellular,28,jun,297,4,144,4,other,yes
48,management,single,tertiary,no,86,no,no,cellular,28,jun,281,3,186,6,other,yes
36,management,married,tertiary,no,1790,yes,no,cellular,28,jun,132,3,392,2,other,no
55,housemaid,divorced,primary,no,976,no,no,cellular,28,jun,345,1,94,3,other,yes
39,technician,single,tertiary,no,393,no,no,cellular,28,jun,325,1,94,1,success,yes
49,admin.,single,secondary,no,293,no,no,cellular,28,jun,452,1,-1,0,unknown,yes
26,management,single,tertiary,no,222,no,no,cellular,28,jun,247,1,63,2,success,yes
37,services,single,secondary,no,23,yes,no,cellular,28,jun,197,1,182,1,failure,no
68,retired,divorced,primary,no,476,no,no,telephone,28,jun,363,1,-1,0,unknown,yes
31,student,single,tertiary,no,4951,no,no,cellular,28,jun,150,3,-1,0,unknown,no
22,student,single,secondary,no,10971,no,no,cellular,28,jun,181,2,-1,0,unknown,no
45,management,married,unknown,no,2724,no,no,cellular,28,jun,359,2,182,1,success,yes
57,unknown,married,primary,no,1884,no,no,telephone,28,jun,133,4,-1,0,unknown,no
67,retired,married,primary,no,2391,no,no,cellular,28,jun,737,6,186,10,other,yes
22,housemaid,single,secondary,no,1796,no,no,cellular,28,jun,369,3,-1,0,unknown,yes
60,retired,married,secondary,no,11,no,no,cellular,29,jun,265,1,586,2,failure,yes
31,blue-collar,single,secondary,no,54,yes,no,cellular,29,jun,401,1,-1,0,unknown,yes
60,retired,married,secondary,no,2060,no,no,cellular,29,jun,135,4,95,4,failure,no
58,blue-collar,married,primary,no,3109,no,no,cellular,29,jun,295,1,287,4,success,yes
41,admin.,married,secondary,no,3126,yes,no,cellular,29,jun,222,1,91,7,failure,yes
47,admin.,married,secondary,no,0,no,yes,cellular,29,jun,238,1,139,4,failure,no
23,services,single,secondary,no,488,no,no,cellular,29,jun,205,1,91,3,success,yes
30,student,single,secondary,no,314,no,no,cellular,29,jun,189,1,204,6,success,no
39,management,married,tertiary,no,2939,no,no,cellular,29,jun,385,1,165,2,success,no
35,unemployed,married,secondary,no,978,no,no,cellular,29,jun,660,2,182,6,success,yes
33,management,single,tertiary,no,718,yes,no,cellular,29,jun,271,1,84,3,success,yes
29,student,single,secondary,no,808,no,no,cellular,29,jun,189,1,362,1,other,no
33,management,single,tertiary,no,3143,no,no,cellular,29,jun,421,2,-1,0,unknown,yes
45,technician,married,tertiary,no,2699,yes,no,cellular,29,jun,264,4,-1,0,unknown,no
50,technician,married,tertiary,no,5114,no,no,telephone,29,jun,286,2,153,2,other,no
32,technician,divorced,tertiary,no,3255,no,no,cellular,29,jun,167,2,-1,0,unknown,yes
44,blue-collar,single,secondary,no,276,yes,no,unknown,29,jun,13,1,411,6,failure,no
27,student,single,secondary,no,1423,no,no,unknown,29,jun,8,1,-1,0,unknown,no
31,management,single,tertiary,no,1539,yes,no,cellular,30,jun,107,2,756,2,other,no
32,student,single,tertiary,no,64,no,no,cellular,30,jun,598,4,105,5,failure,yes
33,technician,single,secondary,no,555,no,no,cellular,30,jun,255,2,-1,0,unknown,no
48,admin.,single,secondary,no,1544,yes,no,telephone,30,jun,263,1,450,2,failure,yes
19,student,single,secondary,no,424,no,no,cellular,30,jun,121,3,195,2,other,no
41,admin.,single,secondary,no,985,yes,no,cellular,30,jun,274,2,391,11,success,yes
49,housemaid,married,primary,no,360,no,no,unknown,30,jun,6,1,-1,0,unknown,no
77,retired,married,tertiary,no,1047,no,no,cellular,30,jun,108,5,-1,0,unknown,no
43,management,single,tertiary,no,0,no,no,cellular,30,jun,275,2,296,1,failure,yes
32,technician,single,tertiary,no,4071,no,no,cellular,30,jun,319,2,-1,0,unknown,yes
39,technician,married,secondary,no,4861,yes,no,telephone,30,jun,119,1,183,2,other,no
21,student,single,secondary,no,2488,no,no,cellular,30,jun,258,6,169,3,success,yes
74,retired,divorced,primary,no,29080,no,no,cellular,30,jun,301,5,93,4,other,yes
72,retired,single,tertiary,no,1285,no,no,telephone,1,jul,494,4,150,9,failure,no
39,blue-collar,married,primary,no,1,yes,no,unknown,1,jul,165,1,745,2,failure,no
29,services,single,secondary,no,0,no,no,unknown,1,jul,12,1,514,3,failure,no
52,management,divorced,tertiary,no,3,no,no,unknown,1,jul,28,1,-1,0,unknown,no
42,technician,married,secondary,no,2152,no,no,cellular,1,jul,113,2,93,4,failure,no
32,management,single,tertiary,no,12569,no,no,cellular,1,jul,561,2,295,2,success,yes
63,retired,married,secondary,no,2896,no,no,cellular,1,jul,304,1,119,2,success,yes
19,student,single,secondary,no,526,no,no,cellular,1,jul,174,1,199,3,failure,no
37,blue-collar,married,secondary,no,195,yes,no,unknown,1,jul,10,1,-1,0,unknown,no
29,self-employed,single,tertiary,no,805,no,no,cellular,1,jul,302,2,128,8,success,no
53,services,divorced,secondary,no,36,yes,yes,unknown,2,jul,25,1,417,1,success,yes
34,self-employed,single,tertiary,no,0,yes,no,unknown,2,jul,48,1,422,1,success,no
28,student,single,secondary,no,196,no,no,cellular,2,jul,423,3,-1,0,unknown,yes
35,blue-collar,married,secondary,no,262,no,no,cellular,2,jul,96,2,109,4,success,no
31,services,single,secondary,no,1027,no,no,cellular,2,jul,217,3,-1,0,unknown,yes
67,retired,married,tertiary,no,1948,no,no,cellular,2,jul,844,2,155,5,success,no
43,technician,divorced,unknown,no,4389,no,no,telephone,2,jul,632,2,85,1,success,yes
32,self-employed,single,tertiary,no,4024,yes,no,cellular,2,jul,150,1,-1,0,unknown,no
26,blue-collar,single,secondary,no,463,no,yes,cellular,2,jul,248,2,-1,0,unknown,yes
31,student,single,secondary,no,3511,no,no,cellular,2,jul,667,1,-1,0,unknown,yes
45,management,married,secondary,no,2897,no,no,cellular,2,jul,301,2,88,5,failure,no
39,management,divorced,tertiary,no,224,no,no,cellular,2,jul,194,2,88,1,success,yes
56,blue-collar,married,primary,no,1014,no,no,unknown,2,jul,5,1,-1,0,unknown,no
35,self-employed,single,tertiary,no,398,no,no,cellular,5,jul,101,3,-1,0,unknown,no
29,technician,single,secondary,no,738,no,no,unknown,5,jul,29,1,-1,0,unknown,no
32,student,single,secondary,no,61,no,yes,cellular,5,jul,178,3,515,7,failure,no
28,services,single,secondary,no,198,no,no,cellular,5,jul,128,2,-1,0,unknown,yes
32,blue-collar,single,secondary,no,1029,no,no,cellular,5,jul,175,4,-1,0,unknown,no
30,technician,single,tertiary,no,0,yes,no,cellular,5,jul,140,1,424,8,success,yes
65,retired,divorced,secondary,no,744,no,no,cellular,5,jul,182,1,-1,0,unknown,no
24,admin.,single,tertiary,no,674,yes,no,cellular,6,jul,267,1,-1,0,unknown,yes
32,management,single,tertiary,no,623,no,no,cellular,6,jul,335,3,194,2,failure,yes
29,management,single,unknown,no,560,no,no,cellular,6,jul,212,1,92,2,success,no
50,technician,married,tertiary,no,0,no,yes,cellular,6,jul,257,1,85,7,failure,no
46,management,divorced,tertiary,no,558,no,no,cellular,6,jul,319,1,-1,0,unknown,yes
30,management,married,tertiary,no,69,yes,no,unknown,6,jul,42,1,-1,0,unknown,no
60,technician,married,secondary,no,259,no,no,cellular,6,jul,396,1,386,2,success,yes
33,blue-collar,single,secondary,no,688,no,no,unknown,6,jul,226,1,-1,0,unknown,no
37,technician,married,secondary,no,432,yes,no,cellular,6,jul,386,3,776,55,failure,yes
60,management,divorced,primary,no,2694,no,no,telephone,6,jul,295,1,-1,0,unknown,no
43,technician,married,secondary,no,69,yes,yes,cellular,7,jul,156,1,260,2,failure,no
48,management,single,tertiary,no,159,no,no,telephone,7,jul,229,1,251,6,success,yes
52,services,married,secondary,no,657,no,no,telephone,7,jul,398,2,460,2,failure,yes
29,management,single,tertiary,no,1808,no,no,cellular,7,jul,273,2,433,1,success,yes
71,retired,divorced,unknown,no,392,no,no,telephone,7,jul,276,2,-1,0,unknown,yes
42,management,married,tertiary,no,298,no,no,cellular,8,jul,214,4,115,6,failure,no
47,management,single,tertiary,no,6651,no,no,cellular,8,jul,229,1,412,2,failure,yes
70,retired,married,primary,no,2795,no,no,cellular,8,jul,480,1,181,2,success,yes
28,management,single,tertiary,yes,1414,yes,no,cellular,8,jul,294,1,521,1,failure,yes
70,retired,divorced,secondary,no,4572,no,no,cellular,8,jul,173,11,162,5,failure,no
31,self-employed,married,tertiary,no,2666,no,no,telephone,8,jul,411,2,148,9,other,yes
80,retired,married,secondary,no,668,no,no,telephone,8,jul,250,1,371,1,success,yes
29,management,single,tertiary,no,502,no,no,cellular,8,jul,968,1,87,5,failure,yes
29,admin.,single,secondary,no,1992,no,no,cellular,8,jul,202,1,87,2,failure,no
23,student,single,secondary,no,1809,no,no,cellular,8,jul,414,2,-1,0,unknown,yes
34,services,single,secondary,no,267,no,no,cellular,8,jul,449,2,-1,0,unknown,yes
38,management,married,tertiary,no,2656,no,no,cellular,8,jul,230,2,-1,0,unknown,no
69,retired,married,secondary,no,2473,no,no,cellular,8,jul,967,3,-1,0,unknown,yes
79,retired,divorced,unknown,no,2628,no,no,telephone,8,jul,220,7,450,2,failure,no
19,student,single,secondary,no,372,no,no,telephone,8,jul,444,3,-1,0,unknown,yes
59,management,married,secondary,no,111,no,no,telephone,8,jul,312,2,381,3,failure,no
27,admin.,single,secondary,no,914,no,no,cellular,8,jul,131,2,-1,0,unknown,no
35,blue-collar,single,unknown,no,484,no,no,cellular,8,jul,344,1,87,3,failure,yes
38,admin.,married,secondary,no,1767,yes,no,cellular,9,jul,483,4,239,7,success,yes
32,technician,single,unknown,no,491,no,no,cellular,9,jul,474,7,-1,0,unknown,yes
36,technician,single,secondary,no,966,no,no,cellular,9,jul,119,9,367,4,other,no
43,self-employed,married,tertiary,no,2501,no,no,cellular,9,jul,582,2,161,4,failure,no
29,management,single,secondary,no,966,no,no,cellular,9,jul,1185,1,396,2,other,no
26,student,single,secondary,no,1164,no,no,cellular,9,jul,116,1,301,1,other,no
50,unknown,married,unknown,no,558,no,no,cellular,9,jul,464,1,683,6,failure,yes
27,student,divorced,unknown,no,383,no,no,unknown,9,jul,15,1,-1,0,unknown,no
29,student,married,unknown,no,2229,no,no,unknown,9,jul,25,1,252,1,other,no
27,technician,single,secondary,no,337,no,no,unknown,9,jul,23,1,-1,0,unknown,yes
53,admin.,single,secondary,no,654,no,no,unknown,10,jul,67,1,-1,0,unknown,yes
40,admin.,married,secondary,no,457,no,no,unknown,12,jul,9,1,-1,0,unknown,no
35,admin.,single,tertiary,no,170,no,no,unknown,12,jul,12,1,-1,0,unknown,no
74,retired,married,primary,no,5539,no,no,cellular,12,jul,390,2,159,3,failure,no
27,unemployed,single,tertiary,no,77,no,no,cellular,12,jul,305,4,77,1,success,no
35,self-employed,married,tertiary,no,2427,no,no,cellular,12,jul,210,3,158,7,other,yes
50,entrepreneur,divorced,tertiary,no,315,no,no,cellular,12,jul,101,2,185,2,failure,no
27,management,single,secondary,no,843,no,no,cellular,12,jul,123,2,185,1,success,no
66,retired,divorced,unknown,no,53,no,no,cellular,12,jul,562,4,-1,0,unknown,yes
43,admin.,single,secondary,no,386,no,no,cellular,12,jul,220,3,529,1,failure,yes
25,management,single,tertiary,no,380,no,no,cellular,12,jul,167,1,-1,0,unknown,no
20,student,single,primary,no,134,no,no,cellular,12,jul,273,1,277,3,other,no
30,self-employed,single,tertiary,no,251,no,no,cellular,12,jul,537,1,-1,0,unknown,yes
29,services,single,secondary,no,102,no,no,cellular,12,jul,154,1,182,5,failure,no
57,retired,married,secondary,no,1044,no,no,telephone,12,jul,567,1,182,3,success,yes
72,retired,divorced,tertiary,no,402,no,no,cellular,12,jul,194,3,-1,0,unknown,no
36,management,married,tertiary,no,93,no,no,cellular,12,jul,262,2,182,7,failure,yes
31,management,single,tertiary,no,2907,yes,no,cellular,12,jul,248,1,194,3,failure,yes
55,unknown,married,secondary,no,1157,no,no,cellular,12,jul,289,1,412,2,failure,no
72,admin.,married,primary,no,2321,no,no,cellular,12,jul,200,6,122,6,other,no
47,admin.,single,secondary,no,3696,no,no,cellular,12,jul,250,2,181,4,success,yes
80,retired,married,primary,no,1468,no,no,cellular,13,jul,256,2,181,3,success,no
65,retired,divorced,secondary,no,828,no,no,cellular,13,jul,305,1,-1,0,unknown,yes
30,student,single,secondary,no,459,no,no,cellular,13,jul,98,2,210,22,success,no
25,blue-collar,single,secondary,no,1857,yes,no,cellular,13,jul,195,2,91,10,success,yes
33,management,single,tertiary,no,1962,no,no,cellular,13,jul,363,1,181,1,failure,yes
29,self-employed,single,tertiary,no,1579,no,no,cellular,13,jul,178,1,181,4,success,yes
79,retired,divorced,primary,no,2787,no,no,telephone,13,jul,617,1,377,1,success,yes
24,student,single,secondary,no,1123,no,no,cellular,13,jul,475,1,412,1,other,yes
27,technician,single,secondary,no,643,no,no,cellular,13,jul,317,1,-1,0,unknown,yes
63,retired,married,tertiary,no,4692,yes,no,cellular,13,jul,88,1,181,2,failure,no
36,management,single,unknown,no,62,no,no,cellular,13,jul,311,1,91,2,success,yes
38,self-employed,divorced,tertiary,no,6447,no,no,cellular,13,jul,316,3,182,1,failure,no
31,unemployed,married,tertiary,no,330,no,no,cellular,13,jul,309,1,181,3,success,yes
22,student,single,secondary,no,71,no,no,cellular,13,jul,337,1,181,2,success,yes
36,services,married,unknown,no,618,no,no,cellular,13,jul,360,1,335,2,success,yes
40,management,married,tertiary,no,4539,no,no,cellular,13,jul,256,3,439,1,failure,yes
25,technician,single,tertiary,yes,160,no,yes,unknown,13,jul,151,1,-1,0,unknown,no
31,technician,married,tertiary,no,2166,no,no,cellular,13,jul,577,6,182,2,success,yes
26,blue-collar,single,secondary,no,2007,no,no,cellular,13,jul,272,3,182,2,success,yes
51,management,married,tertiary,no,3463,no,yes,cellular,13,jul,371,2,166,3,other,yes
27,admin.,single,tertiary,no,4738,no,no,cellular,13,jul,752,1,-1,0,unknown,no
46,admin.,divorced,secondary,no,99,no,no,unknown,14,jul,18,1,-1,0,unknown,no
70,retired,divorced,primary,no,482,no,no,telephone,14,jul,413,1,181,3,success,yes
24,student,single,primary,no,1235,no,no,cellular,14,jul,334,4,93,6,other,yes
23,student,single,secondary,no,1298,no,no,cellular,14,jul,603,1,-1,0,unknown,yes
41,technician,single,secondary,no,5329,no,no,cellular,14,jul,397,2,-1,0,unknown,yes
53,technician,married,primary,no,6181,no,no,cellular,14,jul,817,2,209,3,other,yes
30,technician,single,secondary,no,1112,no,no,cellular,14,jul,133,3,-1,0,unknown,no
86,retired,married,primary,no,1255,no,no,telephone,14,jul,247,1,180,3,success,yes
30,blue-collar,single,secondary,no,180,no,no,cellular,14,jul,203,1,183,2,failure,no
27,student,single,unknown,no,132,no,no,cellular,14,jul,276,1,-1,0,unknown,yes
34,technician,single,tertiary,no,2733,no,no,cellular,14,jul,604,1,-1,0,unknown,yes
49,services,married,secondary,no,725,no,yes,unknown,14,jul,70,1,-1,0,unknown,no
68,retired,divorced,secondary,no,4189,no,no,telephone,14,jul,897,2,-1,0,unknown,yes
35,management,married,secondary,no,724,yes,no,cellular,14,jul,287,2,415,1,failure,yes
30,admin.,married,secondary,no,222,no,no,telephone,14,jul,343,9,-1,0,unknown,no
28,student,single,secondary,no,205,no,no,cellular,14,jul,87,3,184,2,other,yes
56,blue-collar,married,secondary,no,813,yes,yes,unknown,14,jul,71,1,-1,0,unknown,no
66,retired,married,secondary,no,154,no,no,cellular,15,jul,268,5,181,2,failure,yes
36,blue-collar,single,tertiary,no,1830,no,no,cellular,15,jul,185,5,181,6,failure,no
30,management,single,tertiary,no,232,no,no,cellular,15,jul,219,1,91,1,success,yes
60,retired,divorced,tertiary,no,979,yes,no,cellular,15,jul,346,1,181,4,success,yes
46,admin.,married,secondary,no,5021,no,no,cellular,15,jul,957,1,182,1,success,yes
47,admin.,married,secondary,no,3676,no,no,cellular,15,jul,415,2,342,1,other,yes
31,technician,single,secondary,no,2544,no,no,cellular,15,jul,252,1,184,3,success,yes
66,retired,married,primary,no,2173,no,no,cellular,15,jul,178,1,181,5,failure,no
64,housemaid,married,primary,no,768,no,no,cellular,15,jul,250,2,182,1,success,no
68,retired,married,secondary,no,2469,yes,no,telephone,15,jul,552,2,-1,0,unknown,yes
63,blue-collar,married,secondary,no,180,no,no,cellular,15,jul,390,2,182,5,success,yes
42,unemployed,married,secondary,no,1289,no,no,cellular,15,jul,250,4,415,2,failure,yes
57,blue-collar,married,primary,no,3498,no,no,cellular,15,jul,210,2,456,2,success,no
29,student,single,secondary,no,658,no,no,cellular,15,jul,198,2,244,4,other,yes
61,retired,married,secondary,no,938,no,no,cellular,15,jul,392,2,183,3,success,yes
24,technician,single,secondary,no,3843,no,no,cellular,15,jul,561,2,-1,0,unknown,no
45,technician,single,tertiary,no,1591,no,no,cellular,15,jul,392,4,-1,0,unknown,no
60,services,single,secondary,no,739,no,no,cellular,15,jul,261,1,182,1,success,no
35,services,married,secondary,no,2918,no,yes,cellular,16,jul,815,2,407,3,success,yes
38,admin.,single,secondary,no,4803,no,no,cellular,16,jul,129,2,182,2,success,no
58,management,married,tertiary,no,1318,no,no,cellular,16,jul,184,1,179,5,failure,no
43,unemployed,married,tertiary,no,0,no,no,cellular,16,jul,745,1,281,1,failure,yes
64,retired,married,secondary,no,588,no,no,cellular,16,jul,574,1,179,3,success,yes
26,admin.,married,secondary,no,2469,no,no,cellular,16,jul,136,8,-1,0,unknown,no
22,student,single,primary,no,423,no,no,cellular,16,jul,316,1,179,10,success,yes
49,blue-collar,married,secondary,no,1946,no,no,cellular,16,jul,486,1,-1,0,unknown,yes
52,technician,married,tertiary,no,2506,no,no,cellular,16,jul,377,1,228,3,failure,no
46,management,married,secondary,no,766,yes,no,unknown,16,jul,6,1,-1,0,unknown,no
19,student,single,secondary,no,302,no,no,cellular,16,jul,205,1,-1,0,unknown,yes
41,management,divorced,tertiary,no,4567,yes,yes,cellular,16,jul,106,1,-1,0,unknown,no
31,management,divorced,tertiary,no,414,no,yes,cellular,16,jul,241,1,-1,0,unknown,yes
37,management,married,tertiary,no,0,no,no,cellular,16,jul,268,2,182,3,success,yes
48,unemployed,married,secondary,no,817,no,no,cellular,16,jul,806,3,183,5,success,yes
36,management,divorced,tertiary,no,649,no,no,cellular,16,jul,237,2,91,1,failure,no
30,management,single,tertiary,no,1268,no,no,cellular,16,jul,73,4,-1,0,unknown,no
42,management,divorced,tertiary,no,5037,no,no,cellular,16,jul,100,6,84,14,success,no
33,technician,married,secondary,no,183,no,no,cellular,16,jul,457,2,182,3,other,yes
30,admin.,married,secondary,no,1081,no,no,cellular,16,jul,222,2,-1,0,unknown,no
51,admin.,married,secondary,no,423,yes,yes,cellular,16,jul,84,5,183,2,failure,no
30,self-employed,married,secondary,no,123,no,yes,unknown,17,jul,66,1,85,5,other,no
32,services,married,primary,no,164,yes,no,unknown,17,jul,19,1,-1,0,unknown,no
39,blue-collar,married,secondary,no,2467,no,no,cellular,19,jul,207,2,276,3,other,yes
34,technician,married,secondary,no,806,no,no,cellular,19,jul,253,3,458,1,success,yes
46,technician,married,secondary,no,9299,no,no,cellular,19,jul,1148,1,276,2,other,yes
58,blue-collar,divorced,primary,no,1299,no,no,cellular,19,jul,128,2,234,2,failure,no
42,management,married,unknown,no,1519,no,no,cellular,19,jul,268,1,-1,0,unknown,yes
60,admin.,married,unknown,no,478,no,no,cellular,19,jul,173,2,311,8,failure,yes
36,management,divorced,tertiary,no,1057,no,no,cellular,19,jul,230,2,164,2,failure,yes
32,entrepreneur,married,tertiary,no,762,no,no,cellular,19,jul,187,11,-1,0,unknown,yes
45,management,married,tertiary,no,31472,no,no,cellular,19,jul,568,7,-1,0,unknown,yes
44,management,single,tertiary,no,1090,no,no,cellular,19,jul,204,4,532,2,other,yes
73,retired,married,primary,no,1388,no,no,cellular,20,jul,146,3,190,3,success,no
46,blue-collar,married,secondary,no,6879,no,no,cellular,20,jul,296,1,281,2,failure,no
57,retired,married,secondary,no,3738,yes,no,cellular,20,jul,178,2,92,8,failure,yes
35,management,married,tertiary,no,2374,yes,yes,cellular,20,jul,174,2,215,6,other,no
29,admin.,single,secondary,no,854,no,no,cellular,20,jul,175,5,95,1,other,no
29,admin.,single,secondary,no,1277,no,no,cellular,20,jul,165,2,481,1,success,yes
35,blue-collar,married,secondary,no,-17,yes,no,unknown,20,jul,7,1,-1,0,unknown,no
31,unemployed,divorced,tertiary,no,756,no,no,cellular,20,jul,355,2,-1,0,unknown,yes
47,self-employed,married,secondary,no,523,no,no,unknown,20,jul,7,1,-1,0,unknown,no
41,blue-collar,married,primary,no,178,yes,no,unknown,20,jul,5,1,791,1,failure,no
29,management,single,tertiary,no,2344,yes,no,cellular,20,jul,288,1,133,2,failure,no
54,blue-collar,married,secondary,no,1636,no,no,telephone,20,jul,1008,2,-1,0,unknown,yes
27,admin.,single,secondary,no,125,no,no,cellular,21,jul,104,1,288,8,failure,no
49,management,divorced,tertiary,no,300,no,no,cellular,21,jul,316,1,-1,0,unknown,yes
24,admin.,single,secondary,no,1055,no,no,cellular,21,jul,338,1,-1,0,unknown,no
35,admin.,single,secondary,no,321,no,no,cellular,21,jul,143,1,412,3,other,yes
24,student,single,secondary,no,1234,no,no,cellular,21,jul,314,1,156,2,success,yes
34,management,divorced,tertiary,no,70,yes,no,unknown,22,jul,5,1,701,6,other,no
24,admin.,single,secondary,no,1295,no,no,cellular,22,jul,355,2,92,1,success,yes
43,management,married,tertiary,no,839,no,no,cellular,22,jul,942,1,-1,0,unknown,yes
34,unemployed,single,tertiary,no,1974,no,no,cellular,22,jul,355,1,342,3,success,yes
60,unemployed,married,primary,no,0,no,no,cellular,22,jul,1193,1,412,1,other,yes
27,admin.,married,tertiary,no,2855,no,no,cellular,22,jul,138,2,178,4,success,yes
